PERIOD,RADIUS,DENSITY,NUM_PLANETS,DURATION,TEFF,DEPTH
14.9315582,1.58293,0.993,1.0,4.729,4779.1,590.0
8.7783,2.27,0.993,1.0,3.30605,5726.0,0.0934
7.41634701,1.24,4.72946,2.0,2.1362,4156.0,505.5
6.146653835,4.4092605,0.993,1.0,14.4476548,6582.0,374.6741409
7.24022418,2.14,1.76296,4.0,2.9153,4955.0,864.9
24.2758992,2.25,1.67687,2.0,4.59,5745.0,702.2
34.3797,118.0,0.993,0.0,3.30605,5726.0,1.943
49.873958,1.5,139.42236,1.0,1.351,4979.0,562.0
16.858,5.6,0.993,0.0,3.30605,5957.0,714.1
4.75307877,505.94,0.2037,1.0,2.35,3486.0,933.0
3.8951475,14.6884,0.993,1.0,1.386,6071.0,8970.0
1.153456,3.567,0.993,0.0,3.30605,5378.01,12.8377
11.90767,4.43,0.993,3.0,3.30605,5368.0,0.234
0.365257,1.05548088,0.993,3.0,3.30605,5456.0,714.1
29.0160175,6.77406,0.993,1.0,5.345,6113.1,1389.0
0.6332593,5.3027904,0.993,1.0,0.8622011,5590.0,1191.4597195
0.734573766,0.86,2.99146,1.0,1.295,5602.0,68.4
3.849371737,12.94,0.22463,1.0,2.632,6244.0,1298.6
7.6607094,5.12716,0.993,1.0,4.261,5911.7,1860.0
3.40165617,1.34,0.36733,1.0,1.9617,6177.0,155.9
3.219814777,1.69,3.26825,4.0,2.0642,5103.0,488.2
4.7949288,12.1728,0.993,1.0,3.898,5850.0,7220.0
9.2152386,2.47478,0.993,2.0,3.487,5940.0,695.0
5.628466,2.68657205,0.993,1.0,3.30605,5250.0,714.1
3.0783215,3.567,0.993,1.0,2.701,5726.0,2660.0
1.576341127,2.96,0.47369,1.0,3.1232,5087.0,335.1
12.13070414,1.61,1.85868,3.0,3.843,6398.0,211.2
18.448653,3.33,0.993,1.0,3.30605,3765.0,0.345
15.65563866,2.55,2.0611,1.0,3.9305,5185.0,955.9
23.9712428,4.14138,0.993,1.0,1.645,5238.0,2387.0
2.2350331,22.5855,0.993,1.0,3.102,7057.0,20880.0
16.39926461,1.94,3.56111,2.0,3.4108,6156.0,220.8
